claim_id,age,policy_tenure_years,claim_amount,annual_premium,num_claims_history,days_to_report,incident_severity,insurance_type,incident_type,police_report_filed,witnesses,vehicle_age_years,deductible_amount,customer_region,fraud_flag
CLM102332,56,9.1,51894.0,3001.37,9,12,Major,Life,Theft,0,4,3,500,South,0
CLM102333,60,2.9,7747.05,4158.69,8,64,Minor,Property,Fire,0,1,19,500,South,0
CLM102334,52,10.0,16791.68,7290.96,2,37,Major,Life,Fire,1,1,14,2000,Central,0
CLM102335,66,12.7,17280.08,4406.49,3,63,Moderate,Health,Accident,1,3,13,500,East,0
CLM102336,63,16.6,8753.55,7830.77,5,13,Total Loss,Auto,Fire,0,1,17,1500,West,0
CLM102337,55,13.7,6714.32,7878.81,8,16,Total Loss,Life,Theft,1,1,9,1500,North,0
CLM102338,25,1.8,41713.48,4989.38,9,76,Major,Property,Theft,1,2,15,1000,East,0
CLM102339,71,6.5,24408.4,7081.22,1,12,Minor,Auto,Fire,1,0,19,2000,West,0
CLM102340,54,6.1,2823.44,7994.17,1,72,Minor,Property,Medical,1,2,9,1000,East,0
CLM102341,44,18.3,2915.52,6872.87,1,5,Minor,Life,Accident,1,4,8,2000,West,0
CLM102342,45,17.4,39370.44,5426.83,4,5,Minor,Life,Natural,1,1,15,2500,West,0
CLM102343,57,7.7,2273.73,6838.5,5,36,Major,Property,Accident,0,0,4,2000,East,0
CLM102344,51,1.9,48974.59690407851,1119.91,9,66,Total Loss,Auto,Accident,1,2,18,2500,South,1
CLM102345,49,17.9,4857.45,5261.16,2,52,Minor,Auto,Accident,0,3,0,2500,West,0
CLM102346,32,17.8,1537.29,2123.92,1,45,Major,Auto,Fire,1,4,0,1000,Central,0
CLM102347,61,17.2,1922.35,1370.48,10,77,Major,Life,Accident,1,4,4,1500,East,0
CLM102348,34,17.0,8014.63,7196.53,5,3,Major,Life,Theft,1,4,6,2000,South,0
CLM102349,50,9.9,2211.46,5297.34,0,33,Minor,Property,Accident,0,2,14,1000,North,0
CLM102350,64,4.0,14618.86,2326.6,8,65,Minor,Property,Theft,1,0,10,2500,West,0
CLM102351,63,9.8,40646.0268393592,3400.87,19,79,Major,Health,Fire,0,0,11,2500,West,1
CLM102352,69,10.1,8013.35,7799.57,10,60,Major,Health,Fire,1,1,16,500,Central,0
CLM102353,71,10.1,63677.24886761841,6966.37,13,90,Major,Health,Accident,1,0,16,500,South,1
CLM102354,33,11.0,11101.42,616.86,3,41,Total Loss,Property,Theft,0,3,16,2000,West,0
CLM102355,46,5.5,9437.8,7848.51,13,77,Total Loss,Auto,Theft,1,4,3,1500,South,0
CLM102356,26,7.6,20037.104478511348,3263.97,4,90,Moderate,Health,Theft,0,2,1,500,West,1
CLM102357,50,9.0,9460.93,5715.64,12,16,Moderate,Property,Theft,1,4,9,2500,North,0
CLM102358,66,3.1,52577.72,5845.07,11,60,Minor,Life,Natural,1,4,4,1000,Central,0
CLM102359,46,9.4,18157.62,7337.63,5,29,Total Loss,Auto,Fire,1,3,9,1500,North,0
CLM102360,30,16.3,6679.64,7137.96,4,42,Moderate,Health,Theft,0,4,9,2000,North,0
CLM102361,38,16.6,20855.98,2612.97,2,6,Major,Life,Natural,0,4,10,1000,East,0
CLM102362,38,8.5,7013.15,5326.52,12,72,Major,Auto,Natural,1,3,9,2000,North,0
CLM102363,22,10.6,3015.23,3452.79,2,45,Minor,Auto,Fire,1,3,10,1000,Central,0
CLM102364,27,1.2,10675.65,4441.58,4,22,Minor,Life,Medical,1,0,5,1000,Central,0
CLM102365,23,13.7,21855.97,4660.09,3,35,Moderate,Health,Accident,1,4,9,1500,West,0
CLM102366,73,8.4,8114.03,3472.58,4,13,Major,Health,Fire,1,1,7,2000,North,0
CLM102367,68,9.2,31508.32,3979.21,1,19,Minor,Life,Medical,1,1,10,500,South,0
CLM102368,74,17.5,8339.7,2062.57,10,55,Minor,Life,Accident,0,1,19,1000,East,0
CLM102369,30,9.5,7458.03,5057.35,0,80,Total Loss,Life,Accident,1,3,18,1000,East,0
CLM102370,18,0.9,96170.02,6192.2,4,31,Moderate,Property,Accident,0,4,6,500,East,0
CLM102371,37,4.9,24748.830151773043,3723.06,15,53,Minor,Auto,Natural,1,0,11,1500,Central,1
CLM102372,74,9.8,25538.36,7832.6,0,48,Moderate,Health,Theft,1,4,5,1500,Central,0
CLM102373,64,8.8,25520.42,929.2,2,56,Major,Health,Accident,1,1,11,1500,West,0
CLM102374,63,17.3,40130.41,4918.71,7,26,Moderate,Life,Theft,1,2,4,2500,North,0
CLM102375,25,11.1,2330.75,4877.01,14,26,Minor,Auto,Accident,0,1,12,2500,Central,0
CLM102376,27,13.9,5745.76,772.22,10,45,Total Loss,Life,Natural,1,3,16,1500,East,0
CLM102377,26,9.7,22898.99,2184.28,7,44,Moderate,Auto,Accident,1,4,8,1500,Central,0
CLM102378,66,9.1,13403.66,7291.57,8,25,Moderate,Life,Fire,0,3,19,500,North,0
CLM102379,58,9.2,13301.59,4583.86,0,13,Major,Life,Medical,1,0,16,2500,Central,0
CLM102380,20,8.5,6983.468014304465,3772.89,10,73,Total Loss,Auto,Accident,0,4,18,2000,North,1
CLM102381,28,11.0,10631.853268665247,3616.22,8,90,Moderate,Health,Medical,1,4,18,1500,West,1
CLM102382,29,5.4,31336.966368976107,7161.21,12,52,Total Loss,Health,Medical,0,4,7,1500,Central,1
CLM102383,27,17.9,5868.95,3252.73,4,88,Minor,Property,Natural,1,2,7,1500,North,0
CLM102384,42,7.0,4541.21,6943.75,12,50,Total Loss,Auto,Medical,0,4,14,1000,North,0
CLM102385,66,3.4,2377.72,2818.94,6,53,Minor,Health,Natural,1,2,6,2500,South,0
CLM102386,66,2.4,3539.17,4486.28,10,10,Major,Health,Accident,1,4,5,2000,West,0
CLM102387,42,0.8,22971.48,1578.65,14,74,Major,Auto,Theft,1,1,15,1000,Central,0
CLM102388,28,8.7,20029.23,6687.73,9,27,Major,Health,Natural,1,0,7,1000,South,0
CLM102389,71,4.2,1703.76,6019.81,7,54,Minor,Auto,Medical,0,4,2,2000,Central,0
CLM102390,53,0.9,4408.86,4475.7,9,68,Moderate,Health,Medical,1,3,9,2000,East,0
CLM102391,56,10.6,13330.24,694.26,5,71,Minor,Life,Accident,0,1,9,2000,East,0
CLM102392,70,13.8,6843.02,4109.43,10,25,Total Loss,Auto,Natural,1,3,18,2000,North,0
CLM102393,43,2.2,26995.25,2188.97,3,69,Total Loss,Auto,Accident,0,3,1,2000,South,0
CLM102394,31,9.5,49531.13800581346,3600.31,5,42,Minor,Health,Natural,1,2,8,1500,North,1
CLM102395,56,15.0,34326.22,6923.2,10,47,Major,Auto,Theft,1,0,0,2000,North,0
CLM102396,73,19.7,13414.97,6272.02,4,11,Major,Property,Fire,1,3,9,2000,North,0
CLM102397,57,13.5,7509.74,2314.65,9,69,Total Loss,Property,Accident,0,1,17,2500,East,0
CLM102398,18,5.3,14973.53,7887.15,9,76,Total Loss,Auto,Medical,0,0,0,1500,North,0
CLM102399,73,14.5,2400.44,7274.08,9,60,Moderate,Property,Accident,1,1,11,1000,North,0
CLM102400,71,12.2,1144.48,4465.05,3,33,Moderate,Health,Natural,1,3,4,1500,North,0
CLM102401,21,4.6,1258.62,4476.13,4,86,Moderate,Health,Accident,0,0,10,500,North,0
CLM102402,47,17.1,8852.15,7259.49,3,80,Total Loss,Auto,Theft,1,4,19,2000,South,0
CLM102403,29,8.8,4883.07,5271.09,8,44,Moderate,Health,Natural,1,3,13,1000,Central,0
CLM102404,73,19.3,3567.84,4525.16,2,59,Total Loss,Health,Medical,1,3,14,500,South,0
CLM102405,52,14.6,15330.39,6118.61,2,64,Total Loss,Property,Medical,1,2,1,1000,West,0
CLM102406,30,13.1,80762.63,2263.23,14,70,Minor,Health,Natural,1,1,3,1500,South,0
CLM102407,69,14.7,3935.72,7087.83,9,12,Moderate,Health,Theft,1,4,18,500,West,0
CLM102408,48,9.8,33260.12728190796,4485.61,8,90,Minor,Property,Accident,0,0,12,2000,East,1
CLM102409,55,10.4,2912.86,5026.24,1,80,Minor,Life,Fire,1,3,18,2000,Central,0
CLM102410,60,17.1,41825.34,1174.58,8,47,Moderate,Auto,Medical,1,3,12,500,North,0
CLM102411,40,13.8,6174.48,2821.32,7,48,Total Loss,Auto,Theft,0,4,11,1500,West,0
CLM102412,21,18.0,32597.85,3700.52,11,57,Total Loss,Life,Theft,1,3,1,500,East,0
CLM102413,69,17.9,5991.79,3604.32,13,88,Total Loss,Property,Theft,0,1,4,1500,Central,0
CLM102414,33,19.5,25602.52,6337.13,5,72,Moderate,Property,Accident,1,0,17,1000,West,0
CLM102415,24,14.2,12041.598946473925,2617.42,20,84,Total Loss,Health,Theft,0,4,18,1500,East,1
CLM102416,39,10.3,6196.4,1865.82,12,60,Minor,Health,Theft,1,4,2,500,North,0
CLM102417,46,3.7,4206.73,4869.63,8,25,Major,Auto,Natural,1,2,3,500,East,0
CLM102418,28,14.3,5603.17,5112.61,10,38,Moderate,Auto,Natural,0,0,17,1000,East,0
CLM102419,73,6.2,28014.95,1411.87,2,57,Major,Property,Theft,1,4,11,500,North,0
CLM102420,50,6.0,16284.51,518.51,3,26,Minor,Health,Theft,0,3,2,2500,West,0
CLM102421,46,5.1,8810.1,7382.37,6,39,Major,Property,Natural,1,0,10,500,East,0
CLM102422,56,17.6,54378.84,1097.28,0,30,Minor,Life,Accident,1,1,13,2500,North,0
CLM102423,29,17.4,10378.45,7234.0,12,2,Major,Auto,Natural,1,4,2,500,West,0
CLM102424,24,12.8,53478.83,3494.11,0,87,Major,Auto,Natural,1,1,4,500,North,0
CLM102425,72,9.7,12228.518708473091,5397.92,2,25,Total Loss,Property,Natural,0,4,6,1000,South,1
CLM102426,56,13.6,36251.19,1892.11,11,53,Major,Health,Natural,1,3,19,2500,West,0
CLM102427,59,12.3,2588.188252070381,6679.38,14,90,Minor,Health,Fire,1,2,16,1000,South,1
CLM102428,65,8.6,12821.87,1851.45,12,10,Minor,Life,Medical,1,3,18,2500,East,0
CLM102429,43,7.9,15204.895760684223,3398.82,7,52,Minor,Life,Accident,1,1,2,2500,East,1
CLM102430,57,8.0,12169.38,2285.19,2,34,Moderate,Life,Accident,1,0,0,2000,East,0
CLM102431,26,12.0,20065.923029654223,6781.29,11,57,Minor,Property,Theft,1,1,7,2500,West,1
CLM102432,58,13.1,16259.563500301381,6937.52,13,81,Moderate,Auto,Fire,1,2,19,1000,Central,1
CLM102433,51,9.3,95781.6,3290.22,5,39,Minor,Property,Theft,1,4,4,1000,West,0
CLM102434,62,19.4,165997.57998522904,2805.34,8,90,Moderate,Property,Accident,1,4,2,1500,West,1
CLM102435,30,2.1,49952.36,6301.74,2,41,Major,Health,Accident,0,1,19,500,Central,0
CLM102436,72,7.3,59009.36,7088.84,13,41,Major,Life,Theft,0,0,16,2000,West,0
CLM102437,72,8.7,24626.45,5180.15,3,2,Minor,Auto,Medical,1,4,12,500,South,0
CLM102438,53,0.8,68099.61,7455.53,14,89,Moderate,Life,Theft,1,4,12,1000,Central,0
CLM102439,42,7.6,34434.48,3372.83,12,77,Total Loss,Life,Medical,0,2,3,2000,Central,0
CLM102440,41,5.8,9066.08,1639.15,12,82,Total Loss,Life,Medical,0,2,17,2500,South,0
CLM102441,61,10.4,24041.22,1847.32,10,84,Total Loss,Auto,Natural,1,0,5,1000,Central,0
CLM102442,34,7.1,37467.85,5523.74,10,20,Major,Health,Accident,0,4,1,1000,Central,0
CLM102443,19,14.7,51656.706873776115,3556.45,7,90,Major,Auto,Natural,1,3,14,1000,South,1
CLM102444,30,10.4,9243.04,1672.36,8,76,Moderate,Auto,Accident,0,1,1,1000,North,0
CLM102445,48,3.0,2020.81,2691.7,4,52,Minor,Health,Natural,1,4,19,2000,North,0
CLM102446,46,15.1,25887.06,4479.54,1,43,Major,Auto,Medical,1,1,19,500,North,0
CLM102447,67,2.4,46782.28,1410.84,11,45,Minor,Auto,Natural,1,4,15,500,South,0
CLM102448,45,16.9,7752.15,525.82,10,36,Total Loss,Property,Fire,1,2,10,2500,East,0
CLM102449,44,18.7,3471.46,7379.74,8,37,Total Loss,Auto,Natural,0,0,16,1000,West,0
CLM102450,32,6.8,6929.09,2786.46,11,87,Minor,Property,Natural,1,3,0,1000,Central,0
CLM102451,48,18.6,32991.10763473292,2161.24,12,73,Moderate,Property,Natural,1,2,12,500,South,1
CLM102452,57,16.0,6717.35,5738.61,13,10,Total Loss,Property,Fire,0,0,7,2500,West,0
CLM102453,32,18.5,15147.94,6900.52,13,44,Moderate,Life,Accident,1,2,2,1500,South,0
CLM102454,50,13.5,52101.7,5242.09,7,63,Total Loss,Health,Natural,1,1,13,2000,Central,0
CLM102455,37,5.1,17663.36,2408.62,12,43,Major,Life,Accident,1,4,13,500,East,0
CLM102456,59,17.9,7756.77,6962.27,2,80,Total Loss,Health,Theft,1,2,13,2000,South,0
CLM102457,29,4.1,42175.3,4328.2,13,61,Moderate,Auto,Medical,1,0,18,500,West,0
CLM102458,54,4.7,13508.06,3358.93,6,89,Major,Property,Theft,1,4,10,2500,West,0
CLM102459,26,5.8,3060.9,5035.45,10,60,Total Loss,Life,Fire,1,1,11,1000,Central,0
CLM102460,40,6.4,21135.45974022671,5754.59,5,90,Major,Auto,Fire,1,1,0,1500,North,1
CLM102461,25,10.5,43430.5930275963,4953.72,11,23,Major,Life,Accident,1,3,0,2000,Central,1
CLM102462,49,14.4,28325.96,7401.84,9,81,Total Loss,Auto,Accident,0,4,13,1500,Central,0
CLM102463,65,18.6,42345.25,5210.13,5,8,Minor,Life,Natural,1,1,17,1000,North,0
CLM102464,31,2.2,6728.05,7089.36,10,66,Minor,Auto,Theft,0,2,1,500,East,0
CLM102465,44,19.1,3535.38,4902.19,9,73,Moderate,Auto,Accident,1,1,3,2500,South,0
CLM102466,42,18.5,2150.44,2972.6,11,1,Moderate,Life,Accident,1,1,17,1000,West,0
CLM102467,30,1.6,21111.48,4492.23,5,7,Total Loss,Auto,Accident,1,1,3,1500,South,0
CLM102468,72,7.5,24782.76,1147.53,2,42,Major,Property,Medical,0,3,16,1500,South,0
CLM102469,38,16.4,8898.56,2226.31,5,17,Major,Property,Accident,1,0,15,1500,West,0
CLM102470,62,12.4,8560.86,6246.74,13,51,Minor,Property,Medical,1,1,15,500,North,0
CLM102471,48,15.7,123419.64801567957,5461.07,9,52,Minor,Property,Fire,1,0,8,1500,West,1
CLM102472,54,14.5,70645.26902943962,1748.89,11,56,Major,Health,Natural,1,4,9,500,North,1
CLM102473,65,10.2,4984.23,3785.11,8,13,Major,Life,Theft,1,0,6,1500,North,0
CLM102474,60,1.3,23767.08,1564.94,6,63,Moderate,Property,Accident,1,4,8,2000,Central,0
CLM102475,71,11.9,40023.270628876366,6918.63,20,78,Major,Property,Medical,1,3,15,2000,East,1
CLM102476,22,1.4,3512.49,1318.77,12,59,Major,Property,Accident,0,4,16,1000,Central,0
CLM102477,30,12.3,7618.82,5406.76,3,1,Total Loss,Health,Accident,0,4,15,1000,East,0
CLM102478,45,16.1,3930.61,5052.5,2,31,Major,Life,Medical,0,2,15,2500,North,0
CLM102479,60,11.9,6246.68,4045.82,5,35,Minor,Auto,Accident,0,3,19,1500,Central,0
CLM102480,42,19.9,15329.42,2586.76,14,54,Minor,Health,Theft,1,1,18,1500,South,0
CLM102481,68,9.4,13537.621076453483,3529.67,14,90,Moderate,Property,Fire,1,3,9,500,West,1
CLM102482,52,15.1,14070.572371904604,6547.93,8,90,Moderate,Property,Natural,1,2,1,1000,West,1
CLM102483,64,13.5,12636.43,6211.63,7,68,Total Loss,Health,Accident,1,4,2,2000,West,0
CLM102484,56,19.8,2368.97,6041.07,5,79,Moderate,Life,Medical,0,3,6,500,East,0
CLM102485,24,14.4,33456.494985211684,6123.68,7,78,Major,Life,Theft,1,2,1,2000,West,1
CLM102486,55,3.7,8705.18,1579.15,4,23,Major,Auto,Accident,1,1,12,500,East,0
CLM102487,49,19.1,29380.500224887855,1243.22,9,71,Total Loss,Health,Fire,1,4,3,1000,East,1
CLM102488,20,13.5,55918.81,6961.24,13,27,Minor,Life,Fire,0,3,14,1500,East,0
CLM102489,62,1.7,7332.31,6778.81,1,61,Major,Health,Medical,0,3,17,1500,South,0
CLM102490,56,13.3,16671.19,5609.89,8,24,Major,Life,Accident,1,4,6,1000,North,0
CLM102491,54,17.7,8476.15,5044.29,12,6,Total Loss,Life,Accident,0,3,17,2000,South,0
CLM102492,72,11.8,34704.8,3251.54,2,37,Minor,Property,Accident,1,4,6,2500,North,0
CLM102493,67,7.4,29135.88,2180.62,5,70,Moderate,Life,Fire,0,2,8,2500,South,0
CLM102494,39,16.5,5148.64,5507.42,4,85,Major,Life,Accident,1,4,11,1000,East,0
CLM102495,25,15.8,18652.45,7347.76,9,85,Minor,Health,Accident,1,1,0,500,North,0
CLM102496,34,11.1,2010.89,3777.47,10,44,Total Loss,Life,Accident,1,4,1,1500,West,0
CLM102497,69,3.5,96302.00345171912,2774.09,9,54,Total Loss,Life,Accident,0,3,17,2000,South,1
CLM102498,44,5.4,17898.899593659826,2530.56,7,69,Minor,Health,Medical,1,4,13,2500,North,1
CLM102499,50,14.9,27742.84,677.79,10,0,Total Loss,Life,Fire,0,4,5,1500,West,0
CLM102500,63,16.2,11588.525445024552,4402.38,13,90,Moderate,Health,Natural,0,4,10,1000,Central,1
CLM102501,34,5.9,16026.53,7911.77,10,44,Minor,Health,Medical,1,1,18,1500,East,0
CLM102502,59,7.7,62648.69,6614.28,4,63,Moderate,Health,Accident,1,1,7,2500,South,0
CLM102503,29,2.0,70108.5730676654,7231.06,17,90,Total Loss,Health,Natural,1,3,4,2000,South,1
CLM102504,65,14.4,3621.84,5158.73,9,6,Moderate,Property,Theft,1,3,6,500,Central,0
CLM102505,63,0.6,12894.13,4110.85,12,37,Moderate,Property,Natural,1,4,3,500,North,0
CLM102506,44,1.4,11450.491732212364,7928.43,11,90,Moderate,Property,Medical,0,0,14,1500,South,1
CLM102507,65,0.6,9546.4,3853.72,14,52,Moderate,Property,Fire,1,2,0,500,South,0
CLM102508,25,13.1,19874.46757676887,7376.23,6,90,Minor,Health,Medical,1,4,4,2500,South,1
CLM102509,40,8.6,16493.431342479682,6213.84,5,89,Total Loss,Health,Fire,1,2,16,2000,South,1
CLM102510,59,6.3,12731.42,2982.34,9,29,Total Loss,Health,Fire,1,1,12,500,Central,0
CLM102511,66,18.3,11902.359908554188,4272.97,16,41,Major,Health,Fire,1,3,16,500,East,1
CLM102512,46,4.3,12563.24,3382.47,5,57,Moderate,Property,Theft,1,0,18,1000,South,0
CLM102513,67,8.1,5906.02,1521.67,13,72,Moderate,Life,Natural,1,3,3,500,Central,0
CLM102514,37,18.8,6115.88,3175.75,6,54,Major,Property,Medical,1,1,16,500,West,0
CLM102515,33,8.8,46530.31306705048,7167.3,19,82,Major,Health,Medical,0,4,11,2500,South,1
CLM102516,34,11.3,1450.6,6144.77,2,25,Moderate,Health,Fire,1,1,17,500,North,0
CLM102517,33,2.1,8193.44,2581.86,2,63,Total Loss,Life,Theft,1,0,10,1000,Central,0
CLM102518,36,15.9,8851.94,3259.35,11,79,Major,Health,Theft,1,4,3,1000,North,0
CLM102519,73,8.7,10957.03,5123.25,6,8,Moderate,Life,Accident,1,4,11,1000,East,0
CLM102520,73,16.1,17585.05,3621.05,14,86,Total Loss,Health,Theft,0,0,8,500,West,0
CLM102521,25,5.4,7923.08,4272.83,10,14,Minor,Life,Fire,1,3,17,1500,North,0
CLM102522,55,8.7,4595.52,5736.26,9,18,Major,Auto,Fire,0,4,8,1500,South,0
CLM102523,55,15.8,33425.77,4004.38,3,15,Major,Auto,Natural,0,3,0,2500,Central,0
CLM102524,70,19.5,119417.75807987885,1932.27,16,62,Total Loss,Auto,Fire,0,2,5,1500,West,1
CLM102525,46,1.7,1303.27,4404.3,1,50,Minor,Auto,Natural,0,0,18,2500,Central,0
CLM102526,58,16.3,12860.3,3170.89,8,76,Total Loss,Health,Theft,1,2,0,2500,West,0
CLM102527,53,6.4,15278.839879872254,2680.51,21,72,Major,Health,Accident,0,4,7,1000,North,1
CLM102528,43,11.2,5864.97,2960.81,13,6,Minor,Health,Medical,1,0,5,2000,East,0
CLM102529,48,6.2,13313.17997378171,3792.52,17,51,Moderate,Auto,Fire,1,4,3,2500,Central,1
CLM102530,61,12.5,16278.08,7149.6,8,57,Major,Life,Theft,1,0,2,500,South,0
CLM102531,29,7.4,11805.7313617354,6005.43,8,88,Total Loss,Life,Fire,0,3,12,1000,Central,1
CLM102532,72,7.0,37603.71,5509.11,13,22,Total Loss,Auto,Natural,0,1,1,500,East,0
CLM102533,34,1.2,10413.61,4034.45,1,22,Total Loss,Health,Theft,0,1,12,500,North,0
CLM102534,32,3.4,6908.46,513.72,2,16,Total Loss,Auto,Medical,1,0,14,1500,South,0
CLM102535,26,18.4,44225.54598081293,3054.13,9,43,Total Loss,Property,Natural,1,2,7,500,South,1
CLM102536,56,20.0,1247.23,6598.94,10,26,Major,Life,Theft,1,0,11,2500,North,0
CLM102537,59,15.7,9480.62,3411.28,10,65,Minor,Auto,Medical,1,3,7,500,Central,0
CLM102538,65,6.1,7584.64,4728.64,14,29,Total Loss,Auto,Natural,0,2,18,500,South,0
CLM102539,29,8.3,7192.1,2035.55,4,3,Total Loss,Auto,Medical,0,0,8,1500,Central,0
CLM102540,49,14.9,7166.32,7368.93,12,66,Moderate,Auto,Theft,1,0,9,500,Central,0
CLM102541,42,19.4,1476.56,7423.78,8,13,Moderate,Health,Natural,0,4,6,2500,North,0
CLM102542,56,9.4,6735.979874419982,1595.53,15,21,Minor,Life,Accident,1,3,9,2500,East,1
CLM102543,35,16.7,3295.26,5931.19,2,39,Major,Property,Fire,1,3,2,500,East,0
CLM102544,32,19.5,68125.96,1064.29,1,86,Major,Health,Accident,1,1,1,2500,Central,0
CLM102545,49,17.5,1336.23,4989.11,9,2,Minor,Auto,Medical,1,4,6,2500,North,0
CLM102546,23,4.9,3742.15,1839.9,7,0,Minor,Auto,Theft,0,2,9,1500,East,0
CLM102547,61,0.7,55845.9,1592.79,6,8,Minor,Auto,Fire,0,1,7,1000,Central,0
CLM102548,60,10.1,15843.27,530.9,11,72,Total Loss,Auto,Theft,0,3,11,1000,South,0
CLM102549,69,10.9,9985.76,7556.43,8,75,Major,Life,Medical,0,0,19,2000,South,0
CLM102550,52,4.4,2230.54,6719.39,2,0,Minor,Auto,Theft,0,4,16,1000,West,0
CLM102551,51,6.1,17614.55,1081.07,5,15,Moderate,Property,Natural,1,3,8,500,West,0
CLM102552,55,15.4,7890.679224641811,4995.32,8,86,Total Loss,Health,Natural,0,3,19,2500,West,1
CLM102553,73,9.7,29781.424082677284,2246.74,11,60,Total Loss,Life,Medical,1,4,2,1000,East,1
CLM102554,71,6.7,59075.09,2480.12,9,9,Total Loss,Auto,Theft,0,3,3,1500,South,0
CLM102555,74,12.6,22655.581331255467,7056.28,14,52,Total Loss,Property,Medical,0,1,6,2000,South,1
CLM102556,22,13.2,4613.59,1357.44,0,40,Minor,Health,Fire,1,4,17,500,East,0
CLM102557,35,15.5,15723.79,5011.18,0,50,Total Loss,Health,Theft,1,3,16,1000,South,0
CLM102558,33,3.6,11790.2,3509.42,2,21,Moderate,Life,Natural,1,3,2,2500,South,0
CLM102559,25,15.0,12425.9,1931.0,10,15,Moderate,Health,Accident,1,4,2,1500,Central,0
CLM102560,42,12.2,10754.39,3889.39,1,82,Minor,Auto,Natural,1,0,12,1000,South,0
CLM102561,49,1.6,17800.94,7553.67,1,74,Total Loss,Auto,Theft,1,2,16,2500,Central,0
CLM102562,43,15.7,13727.57,6362.08,1,61,Moderate,Property,Theft,0,4,17,1000,West,0
CLM102563,69,8.0,66136.41,1490.84,3,52,Major,Property,Theft,1,0,18,500,North,0
CLM102564,39,6.9,27218.73,6870.72,0,74,Total Loss,Health,Theft,1,3,16,2000,Central,0
CLM102565,48,9.2,5612.12,7530.8,9,13,Minor,Life,Fire,1,1,15,2500,South,0
CLM102566,60,7.3,20406.08,2577.23,14,58,Major,Auto,Accident,1,3,15,2000,West,0
CLM102567,27,7.1,4617.71,3000.65,8,25,Total Loss,Health,Natural,1,3,0,2000,North,0
CLM102568,73,16.3,51203.55007450399,1447.32,16,75,Major,Life,Fire,1,0,13,1500,North,1
CLM102569,74,2.9,6021.99497486833,3087.05,8,38,Total Loss,Health,Medical,0,4,14,2500,West,1
CLM102570,29,19.4,10624.09,5548.56,4,83,Total Loss,Life,Theft,1,2,3,1500,West,0
CLM102571,70,11.3,46118.19975087917,2541.16,15,26,Moderate,Property,Natural,1,2,19,2000,North,1
CLM102572,45,4.1,5929.91,551.19,13,64,Major,Auto,Medical,1,4,10,500,North,0
CLM102573,23,3.1,28221.04,3039.08,4,10,Major,Property,Accident,0,4,17,500,South,0
CLM102574,37,12.0,16498.72,3898.81,12,46,Minor,Auto,Natural,1,1,16,1000,Central,0
CLM102575,22,12.8,8600.57,4747.67,12,9,Minor,Life,Fire,1,4,8,1000,Central,0
CLM102576,40,1.5,23610.80035985615,5628.69,14,90,Major,Life,Medical,1,1,13,2500,North,1
CLM102577,26,5.2,40053.64,963.38,13,44,Moderate,Health,Natural,0,4,2,500,North,0
CLM102578,46,16.0,4684.5,4023.14,7,46,Moderate,Life,Fire,1,1,19,2000,East,0
CLM102579,33,1.5,18731.34,2497.72,10,33,Total Loss,Life,Theft,1,4,19,500,North,0
CLM102580,71,17.2,19428.81,7609.77,0,12,Minor,Health,Natural,1,4,3,2500,Central,0
CLM102581,63,13.3,75547.28515618884,3199.24,7,90,Minor,Health,Theft,0,2,15,1000,South,1
CLM102582,39,9.0,19732.68,1250.93,3,22,Minor,Auto,Medical,1,3,11,1000,East,0
CLM102583,25,7.3,14172.91,811.19,7,35,Total Loss,Life,Medical,1,3,7,1500,Central,0
CLM102584,37,0.9,35922.01,2490.54,2,62,Moderate,Health,Medical,1,1,8,1000,South,0
CLM102585,68,16.6,27502.96,1841.59,0,75,Minor,Auto,Theft,1,0,10,2000,East,0
CLM102586,31,3.3,19922.78,5373.5,10,46,Total Loss,Auto,Theft,1,2,4,2500,East,0
CLM102587,56,6.5,1496.81,6852.25,11,65,Major,Property,Fire,1,4,11,1000,East,0
CLM102588,54,11.6,8014.59,2844.19,8,83,Moderate,Health,Natural,1,2,19,1000,East,0
CLM102589,67,5.3,15990.59,4833.44,8,79,Major,Property,Fire,1,0,1,2000,East,0
CLM102590,51,10.2,29666.067271753847,5977.29,13,41,Minor,Auto,Theft,0,2,10,1000,East,1
CLM102591,28,16.3,15175.502908519731,3488.66,15,89,Total Loss,Life,Natural,1,0,10,2000,West,1
CLM102592,71,9.7,3339.7,997.44,1,65,Moderate,Health,Medical,0,0,0,1000,South,0
CLM102593,57,19.0,13077.84,2218.89,13,48,Minor,Health,Fire,0,0,16,2000,Central,0
CLM102594,50,17.0,6051.35,7122.99,13,15,Moderate,Auto,Fire,1,0,16,1000,North,0
CLM102595,48,7.0,4979.04,6683.6,10,67,Total Loss,Health,Fire,1,0,3,2500,Central,0
CLM102596,71,8.3,8636.36,1148.99,10,42,Total Loss,Auto,Theft,0,4,13,1500,West,0
CLM102597,61,8.8,24091.08,2179.62,10,76,Minor,Health,Natural,1,2,4,1500,West,0
CLM102598,51,12.7,11037.17,6268.74,3,64,Moderate,Health,Medical,1,3,3,500,East,0
CLM102599,67,6.1,4659.61,4144.24,14,8,Total Loss,Life,Theft,1,3,5,1500,West,0
CLM102600,24,19.4,2864.81,6199.75,1,20,Moderate,Auto,Medical,0,4,17,2000,Central,0
CLM102601,66,12.4,11366.86,2083.19,6,81,Moderate,Property,Accident,1,1,12,2000,West,0
